origin_iata,dest_iata,anchor_annual,anchor_weekly,years_used,first_year,last_year,method
ULN,ICN,174768.0,3360.9231,5,2015,2019,kr_trend_wm_max_recent_v2
ICN,ULN,172313.0,3313.7115,5,2015,2019,kr_trend_wm_max_recent_v2
RSU,GMP,171549.0,3299.0192,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,VTE,170062.74,3270.4374,8,2015,2025,kr_trend_wm_max_recent_v2
VTE,ICN,168817.38,3246.4882,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,HND,167353.0,3218.3269,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,CRK,167350.42,3218.2773,8,2015,2025,kr_trend_wm_max_recent_v2
CRK,ICN,165719.07,3186.9053,8,2015,2025,kr_trend_wm_max_recent_v2
CSX,ICN,164919.36,3171.5262,8,2015,2025,kr_trend_wm_max_recent_v2
YYZ,ICN,164382.15,3161.1952,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,CSX,163925.69,3152.4171,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,YYZ,163151.37,3137.5263,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,PQC,162880.42,3132.3157,6,2017,2025,kr_trend_wm_max_recent_v2
PQC,ICN,161783.81,3111.2271,6,2017,2025,kr_trend_wm_max_recent_v2
GMP,RSU,160024.0,3077.3846,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,DFW,155952.0,2999.0769,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,CNX,152631.27,2935.2168,8,2015,2025,kr_trend_wm_max_recent_v2
HGH,ICN,152083.0,2924.6731,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,HGH,150602.0,2896.1923,8,2015,2025,kr_trend_wm_max_recent_v2
HAN,PUS,149912.94,2882.9412,8,2015,2025,kr_trend_wm_max_recent_v2
CJU,RSU,148606.0,2857.8077,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,ORD,147747.2,2841.2924,8,2015,2025,kr_trend_wm_max_recent_v2
RSU,CJU,146590.0,2819.0385,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,HAN,146332.26,2814.0819,8,2015,2025,kr_trend_wm_max_recent_v2
CNX,ICN,145792.05,2803.6932,8,2015,2025,kr_trend_wm_max_recent_v2
GUM,PUS,144966.21,2787.8118,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,GUM,144744.61,2783.5502,8,2015,2025,kr_trend_wm_max_recent_v2
DFW,ICN,144083.0,2770.8269,8,2015,2025,kr_trend_wm_max_recent_v2
KHH,ICN,143062.9,2751.2096,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,KHH,142910.74,2748.2834,8,2015,2025,kr_trend_wm_max_recent_v2
AMS,ICN,142175.76,2734.1492,8,2015,2025,kr_trend_wm_max_recent_v2
SGN,PUS,141879.56,2728.4531,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,CXR,141171.9,2714.8441,4,2019,2025,kr_trend_wm_max_recent_v2
ORD,ICN,140867.72,2708.9946,8,2015,2025,kr_trend_wm_max_recent_v2
CXR,PUS,140736.76,2706.4762,4,2019,2025,kr_trend_wm_max_recent_v2
PUS,PEK,139949.0,2691.3269,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,CEB,139836.0,2689.1539,8,2015,2025,kr_trend_wm_max_recent_v2
CEB,PUS,139669.54,2685.9527,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,CGQ,138845.0,2670.0962,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,AMS,138225.3,2658.1788,8,2015,2025,kr_trend_wm_max_recent_v2
CGQ,ICN,135919.0,2613.8269,8,2015,2025,kr_trend_wm_max_recent_v2
TAE,KIX,135848.0,2612.4615,8,2015,2025,kr_trend_wm_max_recent_v2
KIX,TAE,135725.0,2610.0962,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,TNA,135508.6,2605.9346,8,2015,2025,kr_trend_wm_max_recent_v2
PEK,PUS,135189.0,2599.7885,8,2015,2025,kr_trend_wm_max_recent_v2
TNA,ICN,133611.1,2569.4442,8,2015,2025,kr_trend_wm_max_recent_v2
TAS,ICN,133212.04,2561.7701,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,SGN,128656.56,2474.1646,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,TAS,125391.69,2411.3787,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,DOH,124086.06,2386.2704,8,2015,2025,kr_trend_wm_max_recent_v2
DOH,ICN,123814.74,2381.0527,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,PNH,122373.0,2353.3269,8,2015,2025,kr_trend_wm_max_recent_v2
NKG,ICN,120795.51,2322.9905,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,NKG,120723.05,2321.5971,8,2015,2025,kr_trend_wm_max_recent_v2
KUV,CJU,120602.04,2319.2701,8,2015,2025,kr_trend_wm_max_recent_v2
TSA,GMP,120244.0,2312.3846,8,2015,2025,kr_trend_wm_max_recent_v2
CJU,KUV,120025.81,2308.1886,8,2015,2025,kr_trend_wm_max_recent_v2
GMP,TSA,119204.0,2292.3846,8,2015,2025,kr_trend_wm_max_recent_v2
XIY,ICN,117668.22,2262.8504,8,2015,2025,kr_trend_wm_max_recent_v2
PNH,ICN,114251.0,2197.1346,8,2015,2025,kr_trend_wm_max_recent_v2
CTU,ICN,112764.06,2168.5396,6,2015,2023,kr_trend_wm_max_recent_v2
AUH,ICN,112335.08,2160.2899,8,2015,2025,kr_trend_wm_max_recent_v2
DEL,ICN,112276.0,2159.1538,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,XIY,110807.7,2130.9173,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,CTU,110018.22,2115.735,6,2015,2023,kr_trend_wm_max_recent_v2
HRB,ICN,108292.38,2082.5458,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,PKX,107796.46,2073.0088,3,2023,2025,kr_trend_wm_max_recent_v2
HEL,ICN,105996.99,2038.4037,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,HRB,105816.84,2034.9392,8,2015,2025,kr_trend_wm_max_recent_v2
DTW,ICN,105353.76,2026.0338,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,AUH,105322.91,2025.4405,8,2015,2025,kr_trend_wm_max_recent_v2
TAO,PUS,105160.45,2022.3163,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,TAG,102839.7,1977.6866,6,2017,2025,kr_trend_wm_max_recent_v2
TAG,ICN,102424.89,1969.7095,6,2017,2025,kr_trend_wm_max_recent_v2
ICN,DTW,102330.48,1967.8938,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,TAO,101575.65,1953.3778,8,2015,2025,kr_trend_wm_max_recent_v2
PKX,ICN,101386.6,1949.7423,3,2023,2025,kr_trend_wm_max_recent_v2
ICN,HEL,100959.38,1941.5265,8,2015,2025,kr_trend_wm_max_recent_v2
TPE,TAE,99998.76,1923.0531,7,2016,2025,kr_trend_wm_max_recent_v2
TAE,TPE,98335.14,1891.0604,7,2016,2025,kr_trend_wm_max_recent_v2
ICN,DEL,97511.0,1875.2115,8,2015,2025,kr_trend_wm_max_recent_v2
NRT,CJJ,97044.53,1866.2409,3,2023,2025,kr_trend_wm_max_recent_v2
CJJ,NRT,96830.78,1862.1303,3,2023,2025,kr_trend_wm_max_recent_v2
PRG,ICN,96309.93,1852.1141,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,MNL,95107.86,1828.9973,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,PRG,94618.0,1819.5769,8,2015,2025,kr_trend_wm_max_recent_v2
KWJ,GMP,92286.0,1774.7308,8,2015,2025,kr_trend_wm_max_recent_v2
MNL,PUS,90312.84,1736.7854,8,2015,2025,kr_trend_wm_max_recent_v2
WJU,CJU,89325.48,1717.7977,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,IAD,88640.04,1704.6162,8,2015,2025,kr_trend_wm_max_recent_v2
BCN,ICN,88335.02,1698.7504,6,2017,2025,kr_trend_wm_max_recent_v2
GMP,KWJ,87885.0,1690.0962,8,2015,2025,kr_trend_wm_max_recent_v2
FUK,TAE,87532.0,1683.3077,7,2016,2025,kr_trend_wm_max_recent_v2
CJU,WJU,87526.45,1683.201,8,2015,2025,kr_trend_wm_max_recent_v2
VVO,PUS,87412.0,1681.0,5,2015,2019,kr_trend_wm_max_recent_v2
PUS,CTS,86552.0,1664.4615,8,2015,2025,kr_trend_wm_max_recent_v2
TAE,NRT,86339.67,1660.3784,7,2016,2025,kr_trend_wm_max_recent_v2
ICN,BCN,85512.76,1644.4762,6,2017,2025,kr_trend_wm_max_recent_v2
PUS,VVO,85480.0,1643.8462,5,2015,2019,kr_trend_wm_max_recent_v2
NRT,TAE,84847.74,1631.6873,8,2015,2025,kr_trend_wm_max_recent_v2
CTS,PUS,84814.0,1631.0385,8,2015,2025,kr_trend_wm_max_recent_v2
IAD,ICN,84341.07,1621.9436,8,2015,2025,kr_trend_wm_max_recent_v2
TAE,FUK,83105.0,1598.1731,7,2016,2025,kr_trend_wm_max_recent_v2
ICN,ALA,82916.03,1594.5391,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,MSP,81487.36,1567.0646,4,2019,2025,kr_trend_wm_max_recent_v2
ALA,ICN,80688.18,1551.6958,8,2015,2025,kr_trend_wm_max_recent_v2
XMN,ICN,80312.76,1544.4762,8,2015,2025,kr_trend_wm_max_recent_v2
CJJ,KIX,80300.64,1544.2432,5,2018,2025,kr_trend_wm_max_recent_v2
MSP,ICN,79486.76,1528.5915,5,2018,2025,kr_trend_wm_max_recent_v2
TAE,DAD,79405.44,1527.0277,6,2017,2025,kr_trend_wm_max_recent_v2
DAD,TAE,78482.52,1509.2792,6,2017,2025,kr_trend_wm_max_recent_v2
ICN,MUC,78158.35,1503.0453,8,2015,2025,kr_trend_wm_max_recent_v2
KIX,CJJ,78116.67,1502.2437,6,2016,2025,kr_trend_wm_max_recent_v2
MUC,ICN,77903.72,1498.1484,8,2015,2025,kr_trend_wm_max_recent_v2
KPO,CJU,77891.07,1497.9053,4,2019,2025,kr_trend_wm_max_recent_v2
CJU,KPO,77484.38,1490.0843,4,2019,2025,kr_trend_wm_max_recent_v2
USN,CJU,77100.34,1482.6988,8,2015,2025,kr_trend_wm_max_recent_v2
HGH,CJU,75401.0,1450.0192,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,XMN,75312.72,1448.3215,8,2015,2025,kr_trend_wm_max_recent_v2
KUL,PUS,74822.45,1438.8932,7,2015,2024,kr_trend_wm_max_recent_v2
HIN,GMP,74660.63,1435.7814,8,2015,2025,kr_trend_wm_max_recent_v2
CJU,MWX,74355.31,1429.9098,6,2015,2024,kr_trend_wm_max_recent_v2
CKG,ICN,73802.1,1419.2712,8,2015,2025,kr_trend_wm_max_recent_v2
PKX,CJU,73625.26,1415.8704,3,2023,2025,kr_trend_wm_max_recent_v2
ICN,AKL,73382.53,1411.2026,8,2015,2025,kr_trend_wm_max_recent_v2
TFU,ICN,72293.62,1390.262,3,2023,2025,kr_trend_wm_max_recent_v2
DAD,CJJ,72287.97,1390.1534,4,2016,2025,kr_trend_wm_max_recent_v2
CJU,USN,71727.54,1379.3758,8,2015,2025,kr_trend_wm_max_recent_v2
GMP,HIN,71113.0,1367.5577,8,2015,2025,kr_trend_wm_max_recent_v2
UKB,ICN,71065.24,1366.6392,1,2025,2025,kr_trend_wm_max_recent_v2
CJU,HGH,70994.0,1365.2692,8,2015,2025,kr_trend_wm_max_recent_v2
CJU,PKX,70596.39,1357.6229,3,2023,2025,kr_trend_wm_max_recent_v2
AKL,ICN,70458.91,1354.9789,8,2015,2025,kr_trend_wm_max_recent_v2
ICN,CKG,70245.36,1350.8723,8,2015,2025,kr_trend_wm_max_recent_v2
MWX,CJU,69867.02,1343.5966,6,2015,2024,kr_trend_wm_max_recent_v2
ICN,TFU,69746.71,1341.2828,3,2023,2025,kr_trend_wm_max_recent_v2
ICN,BOS,69500.89,1336.5556,4,2019,2025,kr_trend_wm_max_recent_v2
PUS,KUL,69364.51,1333.9329,7,2015,2024,kr_trend_wm_max_recent_v2
ICN,UKB,67935.14,1306.445,1,2025,2025,kr_trend_wm_max_recent_v2
TAG,PUS,67918.27,1306.1205,3,2023,2025,kr_trend_wm_max_recent_v2
ICN,LAS,67706.0,1302.0385,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,TAG,66739.93,1283.4602,3,2023,2025,kr_trend_wm_max_recent_v2
KHH,PUS,64515.0,1240.6731,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,OKA,64123.49,1233.1441,7,2015,2025,kr_trend_wm_max_recent_v2
PUS,KHH,63943.69,1229.6863,8,2015,2025,kr_trend_wm_max_recent_v2
BOS,ICN,63850.65,1227.8972,4,2019,2025,kr_trend_wm_max_recent_v2
PEK,CJU,63708.18,1225.1573,8,2015,2025,kr_trend_wm_max_recent_v2
OKA,PUS,63660.81,1224.2463,7,2015,2025,kr_trend_wm_max_recent_v2
CJU,PEK,63245.1,1216.2519,8,2015,2025,kr_trend_wm_max_recent_v2
PQC,PUS,62455.57,1201.0687,3,2023,2025,kr_trend_wm_max_recent_v2
LAS,ICN,61650.0,1185.5769,8,2015,2025,kr_trend_wm_max_recent_v2
PUS,PQC,61387.72,1180.533,3,2023,2025,kr_trend_wm_max_recent_v2
ICN,RGN,60982.0,1172.7308,8,2015,2025,kr_trend_wm_max_recent_v2
TPE,CJU,60418.0,1161.8846,8,2015,2025,kr_trend_wm_max_recent_v2
HAN,TAE,60388.0,1161.3077,3,2017,2019,kr_trend_wm_max_recent_v2
GMP,KHH,59731.14,1148.6757,3,2023,2025,kr_trend_wm_max_recent_v2
CJU,TPE,59677.0,1147.6346,8,2015,2025,kr_trend_wm_max_recent_v2
TAE,HAN,59173.0,1137.9423,3,2017,2019,kr_trend_wm_max_recent_v2
KHH,GMP,58898.77,1132.6686,3,2023,2025,kr_trend_wm_max_recent_v2
RGN,ICN,58743.0,1129.6731,8,2015,2025,kr_trend_wm_max_recent_v2
KUL,CJU,58723.0,1129.2885,3,2017,2019,kr_trend_wm_max_recent_v2
PUS,BKI,58472.52,1124.4715,7,2016,2025,kr_trend_wm_max_recent_v2
BKI,PUS,58419.48,1123.4515,7,2016,2025,kr_trend_wm_max_recent_v2
MWX,DAD,58408.0,1123.2308,2,2018,2019,kr_trend_wm_max_recent_v2
ICN,BNE,58102.0,1117.3462,8,2015,2025,kr_trend_wm_max_recent_v2
